id,income
0,0.4997351011214688
1,0.5001172147613705
2,0.5000013965548926
3,0.5013919971851029
4,0.4997774893008509
5,0.4988718265740597
6,0.4998385139286706
7,0.4998382964605149
8,0.49943146486849743
9,0.5000319689865476
10,0.5001465643685081
11,0.501823033737235
12,0.49998933904462345
13,0.4994909903276535
14,0.5001417142889006
15,0.5001148252969183
16,0.4998475238222534
17,0.4996397298310318
18,0.4996265071498475
19,0.49931742603576035
20,0.4987323908021704
21,0.5010521161036703
22,0.5000548543813351
23,0.49934443906142123
24,0.5009131434883571
25,0.500006844217894
26,0.4996237384891387
27,0.500125383645487
28,0.4991428725883199
29,0.49941171499863407
30,0.49964472326050546
31,0.49924847838760467
32,0.49921747186494986
33,0.49986900077305385
34,0.4996933461989564
35,0.500125383645487
36,0.49986530881912994
37,0.4998292401291418
38,0.49950798406753844
39,0.4996963804997784
40,0.5001750854542111
41,0.4992884860926366
42,0.4998922521849683
43,0.4993630356811454
44,0.4995114785214419
45,0.4995805820798577
46,0.5006290945093989
47,0.4995756723540139
48,0.49954406911042204
49,0.4995013644675196
50,0.49954095951253685
51,0.4995001379930589
52,0.4996613950475479
53,0.49935099825438656
54,0.49926522919698424
55,0.5000121301808496
56,0.49961334752539033
57,0.4995271865886781
58,0.5001497577819621
59,0.4996564712247832
60,0.4999363148898025
61,0.4999682644833848
62,0.49897634282952275
63,0.49964388264879794
64,0.4997429941306809
65,0.49951669936280485
66,0.49953639075513995
67,0.4994963374468217
68,0.501161976006037
69,0.4992946544911154
70,0.4999487515102478
71,0.49985617026209306
72,0.4997459827459265
73,0.49957044336413514
74,0.49948112763395164
75,0.5000102095814037
76,0.49948176043222964
77,0.4998592223387264
78,0.49979939843313576
79,0.5019399580781012
80,0.4998431790199876
81,0.49960815209287973
82,0.4996857893782901
83,0.49942248900900704
84,0.4995680587343308
85,0.5013460612319804
86,0.49981074337492915
87,0.4999362763586327
88,0.49949787093405196
89,0.49998773546575354
90,0.49959845343640286
91,0.4996648671410947
92,0.49964574311274784
93,0.4997669296423647
94,0.4994825537404027
95,0.4997868945576205
96,0.4997675483382913
97,0.5001407594232574
98,0.4996074814944201
99,0.4998657438826415
100,0.49938916746434453
101,0.49974342321803267
102,0.49994186087848436
103,0.49972640894928716
104,0.49999118622683353
105,0.4999271594884
106,0.49971850125717143
107,0.4999098962174296
108,0.4997347426788167
109,0.501335345211408
110,0.5001931679497256
111,0.4988090219422001
112,0.49955430689414887
113,0.4999563466232548
114,0.5000248393967556
115,0.4996204849565381
116,0.4992463088699926
117,0.5001743150451067
118,0.49954556088431734
119,0.49978756059793966
120,0.49956575786021845
121,0.49937786012978524
122,0.5016010406457597
123,0.4999071528484046
124,0.4995630979967274
125,0.49954008363768004
126,0.4997512565207082
127,0.5016256098428951
128,0.49999959000539534
129,0.5000090478380722
130,0.49960035582495865
131,0.4998099149056075
132,0.4996180057510389
133,0.49984004236968055
134,0.5000210028691008
135,0.4995230367838693
136,0.5001022834675563
137,0.4990341034580166
138,0.4998582852769443
139,0.5001396922349598
140,0.4993672703857961
141,0.4997788647043874
142,0.49954080284357033
143,0.49923788688653825
144,0.4999014677164517
145,0.500091217324782
146,0.5001314837415326
147,0.49864837198517414
148,0.49991585940036815
149,0.5000606685031016
150,0.4999363148898025
151,0.4995726139183954
152,0.5000166020342177
153,0.5001154293715794
154,0.4998581468651276
155,0.49921700558893845
156,0.49995736964189147
157,0.5002599451379679
158,0.49958587475897037
159,0.4993435149320862
160,0.4996854118941781
161,0.4996874229214905
162,0.4995008650109789
163,0.4993636472033831
164,0.49945428495114197
165,0.499465193308012
166,0.49961981389376187
167,0.5000877142050317
168,0.500184148574289
169,0.49910211601102994
170,0.5001416522569511
171,0.4995488438489776
172,0.49884766586551554
173,0.4999105950245224
174,0.4995340121468085
175,0.5013908634017821
176,0.4995234645878495
177,0.49980829426581114
178,0.4999692209091936
179,0.5020099837761075
180,0.49952882580653957
181,0.4999400486666604
182,0.49959658395860823
183,0.4998521962713598
184,0.5006785251543155
185,0.4998178359761055
186,0.4999477182595052
187,0.5013895014181099
188,0.49989805452865765
189,0.49967302551450854
190,0.5000425957632153
191,0.4995130393227061
192,0.4994734400002214
193,0.4995410550879063
194,0.49968189714963124
195,0.49994235935373216
196,0.49943999870113126
197,0.5000283150399931
198,0.4998294436703115
199,0.4995453039539672
200,0.49969999297466117
201,0.5001732096730985
202,0.4997037182807526
203,0.5001776814661626
204,0.49965023656765345
205,0.4995669968738208
206,0.5001183140420273
207,0.49995265892040996
208,0.4996935246182289
209,0.49930627274979583
210,0.4993577707405989
211,0.50024946496962
212,0.4990171354101728
213,0.4996308822615142
214,0.4999461936962539
215,0.5020523023048443
216,0.4997616202132175
217,0.5000695027677721
218,0.4997400346194684
219,0.49989295729510486
220,0.49950599016623787
221,0.5001297972964485
222,0.5001571509933105
223,0.4999896686792085
224,0.49997011328450663
225,0.4995339477991172
226,0.4994317796217281
227,0.4988022658879487
228,0.49935206146736966
229,0.49996039880359694
230,0.49957964190439486
231,0.5009329792838556
232,0.49974467135009143
233,0.4994344275351946
234,0.4995871218261506
235,0.5000086354821213
236,0.4995771609440966
237,0.5001124946166482
238,0.5017937691079613
239,0.5013332674818423
240,0.49962607851876245
241,0.49925604483442687
242,0.4989499380304401
243,0.49988911515548506
244,0.49930529617261366
245,0.49967882075061926
246,0.5002122568861468
247,0.5000123357652915
248,0.4996387631213374
249,0.4999532633432881
250,0.49941600448232965
251,0.4995147770631747
252,0.4996808788974236
253,0.49953037016353824
254,0.4999615622847579
255,0.4999391669848044
256,0.49992871023844176
257,0.49994976462484153
258,0.4996889466454774
259,0.5000385357777599
260,0.5001743820437815
261,0.4997774893008509
262,0.49959602728113234
263,0.4999716724527466
264,0.5002350358363971
265,0.49947416365869013
266,0.499614686350945
267,0.4996153420892564
268,0.4999961977135791
269,0.4996093385509417
270,0.49959978217227874
271,0.4988461361453151
272,0.5006703697894851
273,0.49981385104718434
274,0.49983209520464583
275,0.5000225910109188
276,0.4999136600911768
277,0.5001535851512316
278,0.49980557979781626
279,0.4993862807869482
280,0.49933701456874924
281,0.499960474883666
282,0.5001990267750014
283,0.49960649371508853
284,0.49972464560359176
285,0.49950281346615544
286,0.5001698347062433
287,0.4998001150420361
288,0.4999816590307432
289,0.49962516455643113
290,0.5019052702216407
291,0.49944621335660766
292,0.5000116413007435
293,0.5012159947333296
294,0.4999317564915817
295,0.49967273488584923
296,0.49987671866273026
297,0.4992899728153865
298,0.5003119787904377
299,0.49963569232037786
300,0.4998328786394858
301,0.5000103478740626
302,0.49930077516483345
303,0.5003368102746575
304,0.5020087611335945
305,0.49982632680195666
306,0.4994506819503625
307,0.4994336015501033
308,0.5001687495434317
309,0.49996456188348853
310,0.4995692659457549
311,0.5002603157351327
312,0.49912546330698043
313,0.49958095653613427
314,0.4996656495490398
315,0.4999981941456856
316,0.4995070495940908
317,0.49946737075340963
318,0.5011045073601825
319,0.5000177338819451
320,0.5000142496608063
321,0.5000449339505215
322,0.4998442552572718
323,0.49946864040884076
324,0.5001084675821829
325,0.4991674678208777
326,0.49887267186589507
327,0.49993485092109224
328,0.500462834126254
329,0.49949108767151446
330,0.498877896290754
331,0.4996800099325949
332,0.5000771644273506
333,0.4996280815573868
334,0.4998244681964191
335,0.4995463354899287
336,0.499544938442117
337,0.4998583461207477
338,0.4996933408544608
339,0.4995416222932506
340,0.5000155720805515
341,0.4994880615601353
342,0.4995232698039597
343,0.49987557129541127
344,0.49934105439027576
345,0.49951802254195665
346,0.49907279027923057
347,0.49971345289789343
348,0.4999765904374977
349,0.5001161573397352
350,0.4995474186153469
351,0.5001765842585281
352,0.4996419846011166
353,0.49951047443436203
354,0.4994913246840945
355,0.49966847081258087
356,0.4998798518929829
357,0.499961189200455
358,0.5007144627699418
359,0.4997432895525157
360,0.5000865414296565
361,0.5000448499058726
362,0.4996719791781308
363,0.4998514344020582
364,0.49955679767635175
365,0.49964940894063026
366,0.4991521264413894
367,0.4993871635102018
368,0.4995010926046699
369,0.49946682255406777
370,0.4997375927266861
371,0.4999410980790909
372,0.4998475238222534
373,0.4995331306011937
374,0.4998259019919217
375,0.49980362694406033
376,0.4993790930608262
377,0.49974237916307973
378,0.5001849484980018
379,0.4997780676180103
380,0.49947304294949096
381,0.4993598441276176
382,0.5014790197907767
383,0.49942398228744794
384,0.4999849219430548
385,0.49907080434691437
386,0.49993861495679576
387,0.5013272350955921
388,0.49992275451064017
389,0.49951579628283294
390,0.4999430682468362
391,0.5002722577659859
392,0.49987223152956806
393,0.4999863071803973
394,0.49956453436899273
395,0.49955583881123056
396,0.5002202577909571
397,0.4993618682203565
398,0.4994798718504496
399,0.4996637697973122
400,0.500249478473143
401,0.4996879486706019
402,0.49970087058050094
403,0.4994251431607158
404,0.4992072743157739
405,0.5001335681282877
406,0.49975444308579925
407,0.4992790746197706
408,0.4998799710704864
409,0.4989176835841662
410,0.5004440181042688
411,0.5000704853712535
412,0.4999439378810597
413,0.49941456538153073
414,0.4997912101128169
415,0.4992748162843543
416,0.4992572496530367
417,0.4997166850070569
418,0.499316262268969
419,0.4996641305239283
420,0.49963379045416006
421,0.4995246325347478
422,0.4999942664001469
423,0.49940817520935027
424,0.5001871663944816
425,0.5001112988188557
426,0.4996725458790091
427,0.49911412844155134
428,0.49984821670058616
429,0.4987686617168759
430,0.4998785909760186
431,0.49961925015880876
432,0.5004645966211001
433,0.49959785233368764
434,0.4992928231248045
435,0.4997339787836968
436,0.49933857040595137
437,0.4994612574500069
438,0.5000509723982699
439,0.50008316286653
440,0.5002328714093147
441,0.4994196654248132
442,0.49983582242169894
443,0.499831531857261
444,0.5013807859867037
445,0.4996249859832159
446,0.5005440810279725
447,0.4997557085678353
448,0.49965316697396484
449,0.4998798518929829
450,0.5000444880589928
451,0.5019350684020809
452,0.5002143979723208
453,0.49926887213859555
454,0.5000251325029231
455,0.5007458654167272
456,0.4992824743540714
457,0.5003681814964707
458,0.4999943978383216
459,0.49946354565977114
460,0.49940917448602234
461,0.5002192233868346
462,0.49965965241196586
463,0.5001941419648755
464,0.4996184573628584
465,0.5001465643685081
466,0.49989816970426115
467,0.49975293073069166
468,0.4996592390385042
469,0.4993175730168114
470,0.4997448014814054
471,0.4996775082380263
472,0.4998174852831272
473,0.49909246644650823
474,0.4994670278966738
475,0.4998596801206216
476,0.49970346694027007
477,0.499618606147472
478,0.49996414906054587
479,0.4992884860926366
480,0.4997678917409327
481,0.499069778773044
482,0.4995058153694561
483,0.4996406217261364
484,0.49914056619383057
485,0.4998798518929829
486,0.5001926993024727
487,0.49944376292831355
488,0.49930256419082014
489,0.49966493270226403
490,0.5017720765716802
491,0.49944099527719504
492,0.49993966200741596
493,0.5000927213387752
494,0.5000417364541551
495,0.49996275511258337
496,0.4975169568579108
497,0.49963145321480806
498,0.5002098454469481
499,0.5020943270092958
500,0.4996837909347816
501,0.49984071258898743
